X1,X2,X3,label
1.2747931046144871,0.38781033114937985,-0.5549265593891922,1
2.745242187378209,-0.6556999923446184,0.013804213919760888,1
0.2655394311408896,0.08024238368884279,1.0501480368349008,1
1.9355115140396522,0.7694674782567068,0.18084090931408667,0
1.0743491166015904,-0.1099216845983172,0.5462266359573333,1
-0.14168012848252243,0.6237309572043375,0.26191163584064814,1
0.6715996565353994,-0.7869340089383513,0.6001454797249669,1
-0.517034746996927,0.7983381811851907,0.6000253781980168,0
0.33564464557691276,-0.2310973058321282,0.7080669204502881,0
0.9610067208037381,-0.0076117576803986006,0.5122711684597984,1
1.2896818363071867,-0.16087773486844065,-1.1609348339755179,1
1.0151442030190465,1.0744795751887655,0.2897433495361621,0
0.3213550312666732,-0.2054758377191797,-0.0685891871334998,1
1.5630380601704719,1.221313761602607,-0.46184774850658095,0
-1.1343951262727259,0.7810554908970341,0.1386194137565918,1
1.0166491877782828,-0.8171130749549873,-0.18965091895015757,1
1.7035602246111423,0.406916246823469,-0.732182918260448,1
0.11184257900259931,-1.6302122084054274,0.11110041142540585,1
-1.0963953617430502,-0.1757660366346859,0.46016762275536455,0
0.7856228888186781,0.042963984631186336,-0.1497019922081816,1
0.13128650231790512,2.127378251071465,0.3538362253203259,0
-0.694301824315527,1.2805917501655024,-0.27772986590215704,0
1.650040311269878,0.07818416354356539,0.4745668707046322,1
1.5467770417926812,0.20158684744018485,-0.5418197412643077,1
-0.26099891625022664,1.7137018192281537,-0.601553349972241,0
0.7505919410812772,0.003177531017000912,0.10122746620688823,0
1.3283009339784355,-0.6669639091720369,-0.8374172773985915,1
2.364766783086599,0.693756611915122,-0.1452645464287131,1
-0.3272272899773401,0.11248226939149235,0.5272610302709346,1
1.0290632912875814,-0.13346437100501846,0.5686233266005897,1
0.41435553487982457,0.06147708930085555,0.2487539388652686,0
0.33490841073361843,0.5421644538081797,0.25786183639079213,1
0.2519339167514021,1.0725672492347043,0.6755366657798924,0
1.0549872260021798,-0.6170769950662791,0.2194880996732528,0
0.5691966069921532,-0.23317504953364643,0.3520686706423674,1
-0.8067517660089376,-0.09749539185100187,0.17475225113017226,0
-0.2554238762901664,0.07375428410788348,-0.4779700930445424,0
-0.8590652867768502,1.2176950745971844,-0.2706044679394508,0
1.063224544286345,1.6802478441342164,-0.6377951566161802,0
0.6267565347054347,1.1222233622610855,-0.13062070871493361,0
-0.040503257618906885,0.20167794505188152,-0.7399549262565062,0
-0.20571313924840764,1.0677556359357183,-0.014976652069533095,0
3.1703953648425287,-0.15468867946902673,-0.06945034266442143,1
0.48008269175782387,1.4061294161753592,0.012325220475745979,0
-0.9908117325451645,0.3069185772934986,0.5180987796994639,0
0.9042290687111932,1.3237642991118077,-0.10746664435541796,0
0.1567709158799655,-0.6772358037004029,0.666924355684083,1
0.9137928480400588,-0.9481871969016495,-0.38595048823883427,1
-1.5907973356208052,1.5151130319779078,-0.5346896015999887,0
2.1470878599891687,-0.6305392854433274,-0.6512137029392562,1
